Geo_Code,Prov_Name,Topic,Characteristic,Note,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female
10,Newfoundland and Labrador,Occupied private dwelling characteristics,Number of rented dwellings,17,41670,,,,,
10,Newfoundland and Labrador,Occupied private dwelling characteristics,Number of dwellings constructed before 1986,,139555,,,,,
10,Newfoundland and Labrador,Occupied private dwelling characteristics,Number of dwellings constructed between 1986 and 2006,18,57630,,,,,
10,Newfoundland and Labrador,Occupied private dwelling characteristics,Dwellings requiring major repair - as a % of total occupied private dwellings,,7.9,,,,,
10,Newfoundland and Labrador,Occupied private dwelling characteristics,Average number of rooms per dwelling,19,7.2,,,,,
10,Newfoundland and Labrador,Occupied private dwelling characteristics,Dwellings with more than one person per room - as a % of total occupied private dwellings,19,0.4,,,,,
10,Newfoundland and Labrador,Occupied private dwelling characteristics,Average value of owned dwelling ($),20,111711,,,,,
10,Newfoundland and Labrador,Selected family characteristics,Total number of census families,21,155730,,,,,
10,Newfoundland and Labrador,Selected family characteristics,   Number of married-couple families,22,114630,,,,,
10,Newfoundland and Labrador,Selected family characteristics,   Number of common-law-couple families,23,16935,,,,,
10,Newfoundland and Labrador,Selected family characteristics,   Number of lone-parent families,,24165,,,,,
10,Newfoundland and Labrador,Selected family characteristics,      Number of female lone-parent families,,19740,,,,,
10,Newfoundland and Labrador,Selected family characteristics,      Number of male lone-parent families,,4420,,,,,
10,Newfoundland and Labrador,Selected family characteristics,Average number of persons in all census families,,2.8,,,,,
10,Newfoundland and Labrador,Selected family characteristics,   Average number of persons in married-couple families,22,2.9,,,,,
10,Newfoundland and Labrador,Selected family characteristics,   Average number of persons in common-law-couple families,23,2.8,,,,,
10,Newfoundland and Labrador,Selected family characteristics,   Average number of persons in lone-parent families,,2.4,,,,,
10,Newfoundland and Labrador,Selected family characteristics,      Average number of persons in female lone-parent families,,2.5,,,,,
10,Newfoundland and Labrador,Selected family characteristics,      Average number of persons in male lone-parent families,,2.3,,,,,
10,Newfoundland and Labrador,Selected family characteristics,Median income in 2005 - All census families ($),24,49645,,,,,
10,Newfoundland and Labrador,Selected family characteristics,   Median income in 2005 - Married-couple families ($),22,55622,,,,,
10,Newfoundland and Labrador,Selected family characteristics,   Median income in 2005 - Common-law-couple families ($),23,47887,,,,,
10,Newfoundland and Labrador,Selected family characteristics,   Median income in 2005 - Lone-parent families ($),,26237,,,,,
10,Newfoundland and Labrador,Selected family characteristics,      Median income in 2005 - Female lone-parent families ($),,24621,,,,,
10,Newfoundland and Labrador,Selected family characteristics,      Median income in 2005 - Male lone-parent families ($),,33432,,,,,
10,Newfoundland and Labrador,Selected family characteristics,Median after-tax income in 2005 - All census families ($),24,43398,,,,,
10,Newfoundland and Labrador,Selected family characteristics,   Median after-tax income in 2005 - Married-couple families ($),22,47756,,,,,
10,Newfoundland and Labrador,Selected family characteristics,   Median after-tax income in 2005 - Common-law-couple families ($),,41707,,,,,
10,Newfoundland and Labrador,Selected family characteristics,   Median after-tax income in 2005 - Lone-parent families ($),,25408,,,,,
10,Newfoundland and Labrador,Selected family characteristics,      Median after-tax income in 2005 - Female lone-parent families ($),,24067,,,,,
10,Newfoundland and Labrador,Selected family characteristics,      Median after-tax income in 2005 - Male lone-parent families ($),,30729,,,,,
10,Newfoundland and Labrador,Selected household characteristics,Total private households,25,197185,,,,,
10,Newfoundland and Labrador,Selected household characteristics,   Households containing a couple (married or common-law) with children,26,60005,,,,,
10,Newfoundland and Labrador,Selected household characteristics,   Households containing a couple (married or common-law) without children,27,66960,,,,,
10,Newfoundland and Labrador,Selected household characteristics,   One-person households,,39830,,,,,
10,Newfoundland and Labrador,Selected household characteristics,   Other household types,28,30390,,,,,
10,Newfoundland and Labrador,Selected household characteristics,Median income in 2005 - All private households ($),29,44136,,,,,
10,Newfoundland and Labrador,Selected household characteristics,   Median income in 2005 - Couple households with children ($),26,66267,,,,,
10,Newfoundland and Labrador,Selected household characteristics,   Median income in 2005 - Couple households without children ($),27,47231,,,,,
10,Newfoundland and Labrador,Selected household characteristics,   Median income in 2005 - One-person households ($),,18011,,,,,
10,Newfoundland and Labrador,Selected household characteristics,   Median income in 2005 - Other household types ($),28,34480,,,,,
10,Newfoundland and Labrador,Selected household characteristics,Median after-tax income in 2005 - All private households ($),29,38997,,,,,
10,Newfoundland and Labrador,Selected household characteristics,   Median after-tax income in 2005 - Couple households with children ($),26,56406,,,,,
10,Newfoundland and Labrador,Selected household characteristics,   Median after-tax income in 2005 - Couple households without children ($),27,41366,,,,,
10,Newfoundland and Labrador,Selected household characteristics,   Median after-tax income in 2005 - One-person households ($),,17368,,,,,
10,Newfoundland and Labrador,Selected household characteristics,   Median after-tax income in 2005 - Other household types ($),28,32419,,,,,
10,Newfoundland and Labrador,Selected household characteristics,Median monthly payments for rented dwellings ($),30,551,,,,,
10,Newfoundland and Labrador,Selected household characteristics,Median monthly payments for owner-occupied dwellings ($),31,480,,,,,
10,Newfoundland and Labrador,Selected household characteristics,Average household size,,2.5,,,,,
10,Newfoundland and Labrador,Mother tongue,Total population,32,500610,,243970,,256640,
10,Newfoundland and Labrador,Mother tongue,   English only,,488405,,237890,,250520,
10,Newfoundland and Labrador,Mother tongue,   French only,,1885,,890,,995,
10,Newfoundland and Labrador,Mother tongue,   English and French,,295,,120,,175,
10,Newfoundland and Labrador,Mother tongue,   Other language(s),33,10020,,5070,,4950,
10,Newfoundland and Labrador,Knowledge of official languages,Total population,34,500610,,243970,,256640,
10,Newfoundland and Labrador,Knowledge of official languages,   English only,,475985,,234335,,241655,
10,Newfoundland and Labrador,Knowledge of official languages,   French only,,90,,40,,45,
10,Newfoundland and Labrador,Knowledge of official languages,   English and French,,23675,,9160,,14515,
10,Newfoundland and Labrador,Knowledge of official languages,   Neither English nor French,,850,,430,,420,
10,Newfoundland and Labrador,Language spoken most often at home,Total population,35,500605,,243965,,256640,
10,Newfoundland and Labrador,Language spoken most often at home,   English,,494345,,240960,,253380,
10,Newfoundland and Labrador,Language spoken most often at home,   French,,650,,325,,325,
10,Newfoundland and Labrador,Language spoken most often at home,   Non-official language,,4905,,2380,,2530,
10,Newfoundland and Labrador,Language spoken most often at home,   English and French,,180,,60,,120,
10,Newfoundland and Labrador,Language spoken most often at home,   English and non-official language,,525,,240,,285,
10,Newfoundland and Labrador,Language spoken most often at home,   French and non-official language,,0,,10,,0,
10,Newfoundland and Labrador,Language spoken most often at home,"   English, French and non-official language",,0,,0,,0,
10,Newfoundland and Labrador,Immigrant status and period of immigration,Total population,36,500605,,243965,,256640,
10,Newfoundland and Labrador,Immigrant status and period of immigration,   Non-immigrants,37,490855,,238725,,252130,
10,Newfoundland and Labrador,Immigrant status and period of immigration,   Immigrants,38,8380,,4520,,3860,
10,Newfoundland and Labrador,Immigrant status and period of immigration,      Before 1991,,5385,,2870,,2520,
10,Newfoundland and Labrador,Immigrant status and period of immigration,      1991 to 2000,,1550,,820,,735,
10,Newfoundland and Labrador,Immigrant status and period of immigration,      2001 to 2006,39,1440,,835,,610,
10,Newfoundland and Labrador,Immigrant status and period of immigration,   Non-permanent residents,40,1370,,725,,645,
10,Newfoundland and Labrador,Citizenship,Total population,41,500610,,243970,,256640,
10,Newfoundland and Labrador,Citizenship,   Canadian citizens,,496705,,241795,,254910,
10,Newfoundland and Labrador,Citizenship,      Canadian citizens under age 18,,98585,,51010,,47570,
10,Newfoundland and Labrador,Citizenship,      Canadian citizens age 18 and over,,398115,,190785,,207335,
10,Newfoundland and Labrador,Citizenship,   Not Canadian citizens,42,3900,,2170,,1730,
10,Newfoundland and Labrador,Generation status,Total population 15 years and over,43,422385,,203925,,218465,
10,Newfoundland and Labrador,Generation status,   1st generation,44,9160,,4920,,4240,
10,Newfoundland and Labrador,Generation status,   2nd generation,45,9125,,4625,,4500,
10,Newfoundland and Labrador,Generation status,   3rd generation or more,46,404100,,194380,,209725,
10,Newfoundland and Labrador,Mobility status - Place of residence 1 year ago,Total population 1 year and over,47,496200,,241720,,254480,
10,Newfoundland and Labrador,Mobility status - Place of residence 1 year ago,   Lived at the same address 1 year ago,,443345,,216530,,226815,
10,Newfoundland and Labrador,Mobility status - Place of residence 1 year ago,"   Lived within the same province or territory 1 year ago, but changed addresses within the same census subdivision (municipality)",,27640,,12710,,14930,
10,Newfoundland and Labrador,Mobility status - Place of residence 1 year ago,"   Lived within the same province or territory 1 year ago, but changed addresses from another census subdivision (municipality) within the same province or territory",,14530,,7060,,7470,
10,Newfoundland and Labrador,Mobility status - Place of residence 1 year ago,   Lived in a different province or territory 1 year ago,,9460,,4800,,4655,
10,Newfoundland and Labrador,Mobility status - Place of residence 1 year ago,   Lived in a different country 1 year ago,,1225,,605,,615,
10,Newfoundland and Labrador,Mobility status - Place of residence 5 years ago,Total population 5 years and over,48,477800,,232300,,245505,
10,Newfoundland and Labrador,Mobility status - Place of residence 5 years ago,   Lived at the same address 5 years ago,,344705,,169030,,175675,
